Coronel Fabriciano	Minas Gerais	BR	America/Sao_Paulo	100916
Coromandel	Minas Gerais	BR	America/Sao_Paulo	22647
Cornelio Procopio	Parana	BR	America/Sao_Paulo	48487
Corinto	Minas Gerais	BR	America/Sao_Paulo	22121
Cordeiropolis	Sao Paulo	BR	America/Sao_Paulo	25630
Cordeiro	Rio de Janeiro	BR	America/Sao_Paulo	15601
Contagem	Minas Gerais	BR	America/Sao_Paulo	627123
Conselheiro Lafaiete	Minas Gerais	BR	America/Sao_Paulo	111596
Congonhas	Minas Gerais	BR	America/Sao_Paulo	48819
Conde	Bahia	BR	America/Bahia	15557
Concordia	Santa Catarina	BR	America/Sao_Paulo	55367
Conchal	Sao Paulo	BR	America/Sao_Paulo	21351
Conceicao do Coite	Bahia	BR	America/Bahia	35171
Conceicao do Jacuipe	Bahia	BR	America/Bahia	21597
Conceicao das Alagoas	Minas Gerais	BR	America/Sao_Paulo	16152
Conceicao da Feira	Bahia	BR	America/Bahia	15834
Conceicao da Barra	Espirito Santo	BR	America/Sao_Paulo	19309
Colorado	Parana	BR	America/Sao_Paulo	20449
Colombo	Parana	BR	America/Sao_Paulo	246540
Colatina	Espirito Santo	BR	America/Sao_Paulo	101190
Coaraci	Bahia	BR	America/Bahia	32344
Claudio	Minas Gerais	BR	America/Sao_Paulo	21824
Cicero Dantas	Bahia	BR	America/Bahia	18317
Cianorte	Parana	BR	America/Sao_Paulo	83816
Nova Xavantina	Mato Grosso	BR	America/Cuiaba	20639
Charqueadas	Rio Grande do Sul	BR	America/Sao_Paulo	32076
Chapeco	Santa Catarina	BR	America/Sao_Paulo	160157
Cerquilho	Sao Paulo	BR	America/Sao_Paulo	35367
Ceres	Goias	BR	America/Sao_Paulo	18759
Celso Ramos	Santa Catarina	BR	America/Sao_Paulo	15162
Caxias do Sul	Rio Grande do Sul	BR	America/Sao_Paulo	381270
Caxambu	Minas Gerais	BR	America/Sao_Paulo	22701
Catu	Bahia	BR	America/Bahia	39932
Catanduva	Sao Paulo	BR	America/Sao_Paulo	109612
Catalao	Goias	BR	America/Sao_Paulo	63544
Cataguases	Minas Gerais	BR	America/Sao_Paulo	62618
Castro	Parana	BR	America/Sao_Paulo	42091
Castelo	Espirito Santo	BR	America/Sao_Paulo	20198
Cassilandia	Mato Grosso do Sul	BR	America/Campo_Grande	18497
Casimiro de Abreu	Rio de Janeiro	BR	America/Sao_Paulo	19087
Cascavel	Parana	BR	America/Sao_Paulo	257172
Casa Branca	Sao Paulo	BR	America/Sao_Paulo	22497
Carmo do Paranaiba	Minas Gerais	BR	America/Sao_Paulo	26537
Carmo do Cajuru	Minas Gerais	BR	America/Sao_Paulo	16332
Carlos Barbosa	Rio Grande do Sul	BR	America/Sao_Paulo	19105
Carazinho	Rio Grande do Sul	BR	America/Sao_Paulo	59417
Caratinga	Minas Gerais	BR	America/Sao_Paulo	60066
Carapicuiba	Sao Paulo	BR	America/Sao_Paulo	361112
Carangola	Minas Gerais	BR	America/Sao_Paulo	25321
Carandai	Minas Gerais	BR	America/Sao_Paulo	16657
Caraguatatuba	Sao Paulo	BR	America/Sao_Paulo	123389
Capivari	Sao Paulo	BR	America/Sao_Paulo	35518
Capinzal	Santa Catarina	BR	America/Sao_Paulo	23795
Capim Grosso	Bahia	BR	America/Bahia	17322
Capelinha	Minas Gerais	BR	America/Sao_Paulo	20073
Capela	Sergipe	BR	America/Maceio	16023
Capao da Canoa	Rio Grande do Sul	BR	America/Sao_Paulo	35896
Capao Bonito	Sao Paulo	BR	America/Sao_Paulo	37206
Canoinhas	Santa Catarina	BR	America/Sao_Paulo	38862
Canoas	Rio Grande do Sul	BR	America/Sao_Paulo	328291
Cangucu	Rio Grande do Sul	BR	America/Sao_Paulo	20134
Canela	Rio Grande do Sul	BR	America/Sao_Paulo	33528
Candido Mota	Sao Paulo	BR	America/Sao_Paulo	28144
Candelaria	Rio Grande do Sul	BR	America/Sao_Paulo	30171
Canavieiras	Bahia	BR	America/Bahia	26375
Campo Verde	Mato Grosso do Sul	BR	America/Campo_Grande	22806
Campos Novos	Santa Catarina	BR	America/Sao_Paulo	22563
Campos Gerais	Minas Gerais	BR	America/Sao_Paulo	22260
Campos do Jordao	Sao Paulo	BR	America/Sao_Paulo	52405
Campos Belos	Goias	BR	America/Sao_Paulo	15582
Campos dos Goytacazes	Rio de Janeiro	BR	America/Sao_Paulo	511168
Campo Mourao	Parana	BR	America/Sao_Paulo	75401
Campo Largo	Parana	BR	America/Sao_Paulo	94668
Campo Grande	Mato Grosso do Sul	BR	America/Campo_Grande	906092
Campo Formoso	Bahia	BR	America/Bahia	23920
Campo Belo	Minas Gerais	BR	America/Sao_Paulo	47491
Campinas	Sao Paulo	BR	America/Sao_Paulo	1031554
Campina Grande do Sul	Parana	BR	America/Sao_Paulo	31112
Cambui	Minas Gerais	BR	America/Sao_Paulo	21246
Cambe	Parana	BR	America/Sao_Paulo	91080
Cambara	Parana	BR	America/Sao_Paulo	21380
Camaqua	Rio Grande do Sul	BR	America/Sao_Paulo	53169
Camanducaia	Minas Gerais	BR	America/Sao_Paulo	17822
Camacari	Bahia	BR	America/Bahia	188758
Caldas Novas	Goias	BR	America/Sao_Paulo	63675
Cajuru	Sao Paulo	BR	America/Sao_Paulo	19539
Cajati	Sao Paulo	BR	America/Sao_Paulo	27565
Cajamar	Sao Paulo	BR	America/Sao_Paulo	56682
Caieiras	Sao Paulo	BR	America/Sao_Paulo	87188
Caetite	Bahia	BR	America/Bahia	27187
Caete	Minas Gerais	BR	America/Sao_Paulo	33231
Cachoeiro de Itapemirim	Espirito Santo	BR	America/Sao_Paulo	187019
Cachoeirinha	Rio Grande do Sul	BR	America/Sao_Paulo	121084
Cachoeiras de Macacu	Rio de Janeiro	BR	America/Sao_Paulo	46177
Cachoeira do Sul	Rio Grande do Sul	BR	America/Sao_Paulo	74694
Cachoeira	Bahia	BR	America/Bahia	33567
Cacapava do Sul	Rio Grande do Sul	BR	America/Sao_Paulo	17522
Cacapava	Sao Paulo	BR	America/Sao_Paulo	72340
Cacador	Santa Catarina	BR	America/Sao_Paulo	63726
Cabreuva	Sao Paulo	BR	America/Sao_Paulo	38738
Cabo Frio	Rio de Janeiro	BR	America/Sao_Paulo	108239
Butia	Rio Grande do Sul	BR	America/Sao_Paulo	19494
Buritizeiro	Minas Gerais	BR	America/Sao_Paulo	25103
Buritis	Minas Gerais	BR	America/Sao_Paulo	16243
Buri	Sao Paulo	BR	America/Sao_Paulo	15958
Buerarema	Bahia	BR	America/Bahia	16001
Brusque	Santa Catarina	BR	America/Sao_Paulo	88284
Brumado	Bahia	BR	America/Bahia	41989
Brumadinho	Minas Gerais	BR	America/Sao_Paulo	27563
Brotas	Sao Paulo	BR	America/Sao_Paulo	18689
Brodosqui	Sao Paulo	BR	America/Sao_Paulo	18366
Brasilia	Federal District	BR	America/Sao_Paulo	2207718
Braganca Paulista	Sao Paulo	BR	America/Sao_Paulo	125096
Braco do Norte	Santa Catarina	BR	America/Sao_Paulo	22374
Botucatu	Sao Paulo	BR	America/Sao_Paulo	148130
Bom Jesus do Itabapoana	Rio de Janeiro	BR	America/Sao_Paulo	30821
Bom Jesus da Lapa	Bahia	BR	America/Bahia	40691
Bom Despacho	Minas Gerais	BR	America/Sao_Paulo	40303
Boituva	Sao Paulo	BR	America/Sao_Paulo	62170
Bocaiuva	Minas Gerais	BR	America/Sao_Paulo	32114
Boa Esperanca	Minas Gerais	BR	America/Sao_Paulo	33840
Blumenau	Santa Catarina	BR	America/Sao_Paulo	361855
Biritiba Mirim	Sao Paulo	BR	America/Sao_Paulo	26459
Birigui	Sao Paulo	BR	America/Sao_Paulo	102277
Biguacu	Santa Catarina	BR	America/Sao_Paulo	51992
Betim	Minas Gerais	BR	America/Sao_Paulo	384000
Bertioga	Sao Paulo	BR	America/Sao_Paulo	64723
Bento Goncalves	Rio Grande do Sul	BR	America/Sao_Paulo	90852
Belo Oriente	Minas Gerais	BR	America/Sao_Paulo	18470
Belo Horizonte	Minas Gerais	BR	America/Sao_Paulo	2721564
Belford Roxo	Rio de Janeiro	BR	America/Sao_Paulo	466096
Bela Vista	Mato Grosso do Sul	BR	America/Campo_Grande	18127
Bebedouro	Sao Paulo	BR	America/Sao_Paulo	71862
Bauru	Sao Paulo	BR	America/Sao_Paulo	379297
Batatais	Sao Paulo	BR	America/Sao_Paulo	51976
Bastos	Sao Paulo	BR	America/Sao_Paulo	17680
Barueri	Sao Paulo	BR	America/Sao_Paulo	251994
Barroso	Minas Gerais	BR	America/Sao_Paulo	16975
Barrinha	Sao Paulo	BR	America/Sao_Paulo	26981
Barretos	Sao Paulo	BR	America/Sao_Paulo	101220
Barreiro do Jaiba	Minas Gerais	BR	America/Sao_Paulo	18167
Barreiras	Bahia	BR	America/Bahia	158292
Barra Velha	Santa Catarina	BR	America/Sao_Paulo	17665
Barra Mansa	Rio de Janeiro	BR	America/Sao_Paulo	164052
Barra dos Coqueiros	Sergipe	BR	America/Maceio	28586
Barra do Pirai	Rio de Janeiro	BR	America/Sao_Paulo	87668
Barra do Garcas	Mato Grosso	BR	America/Cuiaba	52398
Barra do Bugres	Mato Grosso	BR	America/Cuiaba	31311
Barra de Sao Francisco	Espirito Santo	BR	America/Sao_Paulo	20743
Barra Bonita	Sao Paulo	BR	America/Sao_Paulo	37246
Barra	Bahia	BR	America/Bahia	20894
Bariri	Sao Paulo	BR	America/Sao_Paulo	28801
Barbacena	Minas Gerais	BR	America/Sao_Paulo	122211
Barao de Cocais	Minas Gerais	BR	America/Sao_Paulo	22387
Bandeirantes	Parana	BR	America/Sao_Paulo	29494
Bambui	Minas Gerais	BR	America/Sao_Paulo	18840
Balneario Camboriu	Santa Catarina	BR	America/Sao_Paulo	49100
Baixo Guandu	Espirito Santo	BR	America/Sao_Paulo	19292
Bage	Rio Grande do Sul	BR	America/Sao_Paulo	98940
Avare	Sao Paulo	BR	America/Sao_Paulo	81285
Atibaia	Sao Paulo	BR	America/Sao_Paulo	144088
Astorga	Parana	BR	America/Sao_Paulo	20128
Assis	Sao Paulo	BR	America/Sao_Paulo	105087
Aruja	Sao Paulo	BR	America/Sao_Paulo	91157
Artur Nogueira	Sao Paulo	BR	America/Sao_Paulo	40403
Arroio Grande	Rio Grande do Sul	BR	America/Sao_Paulo	16117
Arroio do Meio	Rio Grande do Sul	BR	America/Sao_Paulo	16331
Arraial do Cabo	Rio de Janeiro	BR	America/Sao_Paulo	26163
Armacao de Buzios	Rio de Janeiro	BR	America/Sao_Paulo	23463
Arcos	Minas Gerais	BR	America/Sao_Paulo	33355
Araxa	Minas Gerais	BR	America/Sao_Paulo	82595
Araucaria	Parana	BR	America/Sao_Paulo	111302
Araruama	Rio de Janeiro	BR	America/Sao_Paulo	109637
Araras	Sao Paulo	BR	America/Sao_Paulo	107463
Araraquara	Sao Paulo	BR	America/Sao_Paulo	168468
Ararangua	Santa Catarina	BR	America/Sao_Paulo	43444
Arapongas	Parana	BR	America/Sao_Paulo	97512
Araguari	Minas Gerais	BR	America/Sao_Paulo	96565
Aragarcas	Goias	BR	America/Sao_Paulo	16781
Aracuai	Minas Gerais	BR	America/Sao_Paulo	22005
Aracruz	Espirito Santo	BR	America/Sao_Paulo	58271
Aracoiaba da Serra	Sao Paulo	BR	America/Sao_Paulo	15395
Araci	Bahia	BR	America/Bahia	15088
Aracatuba	Sao Paulo	BR	America/Sao_Paulo	170024
Aracaju	Sergipe	BR	America/Maceio	664908
Aquidauana	Mato Grosso do Sul	BR	America/Campo_Grande	35303
Apucarana	Parana	BR	America/Sao_Paulo	107085
Apiai	Sao Paulo	BR	America/Sao_Paulo	18259
Aparecida do Taboado	Mato Grosso do Sul	BR	America/Campo_Grande	17332
Aparecida	Sao Paulo	BR	America/Sao_Paulo	34237
Antonina	Parana	BR	America/Sao_Paulo	16152
Anicuns	Goias	BR	America/Sao_Paulo	15684
Angra dos Reis	Rio de Janeiro	BR	America/Sao_Paulo	153635
Andradina	Sao Paulo	BR	America/Sao_Paulo	52406
Andradas	Minas Gerais	BR	America/Sao_Paulo	26772
Anastacio	Mato Grosso do Sul	BR	America/Campo_Grande	18817
Anapolis	Goias	BR	America/Sao_Paulo	319587
Amparo	Sao Paulo	BR	America/Sao_Paulo	72677
Americo Brasiliense	Sao Paulo	BR	America/Sao_Paulo	34331
Americana	Sao Paulo	BR	America/Sao_Paulo	196022
Amargosa	Bahia	BR	America/Bahia	22530
Alvares Machado	Sao Paulo	BR	America/Sao_Paulo	21642
Almirante Tamandare	Parana	BR	America/Sao_Paulo	89499
Almenara	Minas Gerais	BR	America/Sao_Paulo	29333
Alfenas	Minas Gerais	BR	America/Sao_Paulo	71406
Alem Paraiba	Minas Gerais	BR	America/Sao_Paulo	33907
Alegrete	Rio Grande do Sul	BR	America/Sao_Paulo	87236
Alegre	Espirito Santo	BR	America/Sao_Paulo	19757
Alagoinhas	Bahia	BR	America/Bahia	122688
Aimores	Minas Gerais	BR	America/Sao_Paulo	19133
Agudos	Sao Paulo	BR	America/Sao_Paulo	30807
Aguas Vermelhas	Minas Gerais	BR	America/Sao_Paulo	16409
Aguas de Lindoia	Sao Paulo	BR	America/Sao_Paulo	18805
Aguai	Sao Paulo	BR	America/Sao_Paulo	27503
Adamantina	Sao Paulo	BR	America/Sao_Paulo	31078
Abaete	Minas Gerais	BR	America/Sao_Paulo	20370
Guaiba	Rio Grande do Sul	BR	America/Sao_Paulo	101024
Palmas	Tocantins	BR	America/Araguaina	306296
Tefe	Amazonas	BR	America/Manaus	44942
Tarauaca	Acre	BR	America/Rio_Branco	16526
Tabatinga	Amazonas	BR	America/Manaus	28229
Sena Madureira	Acre	BR	America/Rio_Branco	20516
Sao Gabriel da Cachoeira	Amazonas	BR	America/Manaus	15231
Rio Branco	Acre	BR	America/Rio_Branco	419452
Porto Velho	Rondonia	BR	America/Porto_Velho	548952
Manaus	Amazonas	BR	America/Manaus	2219580
Manacapuru	Amazonas	BR	America/Manaus	52459
Humaita	Amazonas	BR	America/Manaus	31206
Fonte Boa	Amazonas	BR	America/Manaus	16060
Eirunepe	Amazonas	BR	America/Eirunepe	17175
Cruzeiro do Sul	Acre	BR	America/Rio_Branco	79819
Coari	Amazonas	BR	America/Manaus	50490
Carauari	Amazonas	BR	America/Manaus	18059
Boa Vista	Roraima	BR	America/Boa_Vista	419652
Ariquemes	Rondonia	BR	America/Porto_Velho	58096
Aripuana	Mato Grosso	BR	America/Cuiaba	26983
Vilhena	Rondonia	BR	America/Porto_Velho	63231
Senador Guiomard	Acre	BR	America/Rio_Branco	23236
Posto Fiscal Rolim de Moura	Rondonia	BR	America/Porto_Velho	37949
Pimenta Bueno	Rondonia	BR	America/Porto_Velho	25762
Ouro Preto do Oeste	Rondonia	BR	America/Porto_Velho	26683
Ji Parana	Rondonia	BR	America/Porto_Velho	107697
Jaru	Rondonia	BR	America/Porto_Velho	28015
Guajara Mirim	Rondonia	BR	America/Porto_Velho	34119
Cacoal	Rondonia	BR	America/Porto_Velho	55560
Aparecida de Goiania	Goias	BR	America/Sao_Paulo	510770
Campinas	Santa Catarina	BR	America/Sao_Paulo	20000
Jaboatao dos Guararapes	Pernambuco	BR	America/Recife	630008
Lauro de Freitas	Bahia	BR	America/Bahia	141280
Minacu	Goias	BR	America/Sao_Paulo	31041
Ourilandia do Norte	Para	BR	America/Belem	31921
Parauapebas	Para	BR	America/Belem	196259
Pinhais	Parana	BR	America/Sao_Paulo	117000
Redencao	Para	BR	America/Belem	82464
Rio Preto da Eva	Amazonas	BR	America/Manaus	24283
Simoes Filho	Bahia	BR	America/Bahia	116662
Sinop	Mato Grosso	BR	America/Cuiaba	116013
Tucuma	Para	BR	America/Belem	38508
Xinguara	Para	BR	America/Belem	43530
Cambebba	Ceara	BR	America/Fortaleza	0
Jardim Paulista	Sao Paulo	BR	America/Sao_Paulo	83667
Trindade	Santa Catarina	BR	America/Sao_Paulo	15100
Freguesia do Ribeirao da Ilha	Santa Catarina	BR	America/Sao_Paulo	21000
Planaltina	Federal District	BR	America/Sao_Paulo	189412
Sao Pedro	Rio de Janeiro	BR	America/Sao_Paulo	20424
Alvorada	Rio Grande do Sul	BR	America/Sao_Paulo	211352
Nassau	New Providence	BS	America/Nassau	227940
Lucaya	Freeport	BS	America/Nassau	46525
Freeport	Freeport	BS	America/Nassau	26910
Thimphu	Thimphu District	BT	Asia/Thimphu	98676
Punakha	Punakha	BT	Asia/Thimphu	21500
Phuntsholing	Chukha	BT	Asia/Thimphu	27658
Tsirang	Tsirang District	BT	Asia/Thimphu	22376
Tonota	Central	BW	Africa/Gaborone	17759
Thamaga	Kweneng	BW	Africa/Gaborone	20756
Serowe	Central	BW	Africa/Gaborone	47419
Selebi-Phikwe	Selibe Phikwe	BW	Africa/Gaborone	42488
Ramotswa	South-East	BW	Africa/Gaborone	21450
Palapye	Central	BW	Africa/Gaborone	30650
Mosopa	Ngwaketsi	BW	Africa/Gaborone	19561
Molepolole	Kweneng	BW	Africa/Gaborone	63248
Mogoditshane	Kweneng	BW	Africa/Gaborone	43394
Mochudi	Kgatleng	BW	Africa/Gaborone	36962
Maun	North-West	BW	Africa/Gaborone	49945
Mahalapye	Central	BW	Africa/Gaborone	41316
Lobatse	Lobatse	BW	Africa/Gaborone	30883
Letlhakane	Central	BW	Africa/Gaborone	18136
Kanye	Ngwaketsi	BW	Africa/Gaborone	44716
Janeng	South-East	BW	Africa/Gaborone	16853
Gaborone	Gaborone	BW	Africa/Gaborone	208411
Francistown	City of Francistown	BW	Africa/Gaborone	89979
Horad Zhodzina	Minsk	BY	Europe/Minsk	65451
Zhlobin	Gomel Oblast	BY	Europe/Minsk	76078
Vitebsk	Vitebsk	BY	Europe/Minsk	342700
Vilyeyka	Minsk	BY	Europe/Minsk	30000
Volkovysk	Grodnenskaya	BY	Europe/Minsk	47300
Svyetlahorsk	Gomel Oblast	BY	Europe/Minsk	67054
Stowbtsy	Minsk	BY	Europe/Minsk	15400
Smarhon	Grodnenskaya	BY	Europe/Minsk	35908
Smaliavicy	Minsk	BY	Europe/Minsk	16594
Slutsk	Minsk	BY	Europe/Minsk	61802
Slonim	Grodnenskaya	BY	Europe/Minsk	51434
Shchuchyn	Grodnenskaya	BY	Europe/Minsk	15475
Salihorsk	Minsk	BY	Europe/Minsk	106627
Rahachow	Gomel Oblast	BY	Europe/Minsk	34700
Rechytsa	Gomel Oblast	BY	Europe/Minsk	65400
Pruzhany	Brest	BY	Europe/Minsk	19135
Polatsk	Vitebsk	BY	Europe/Minsk	82258
Pinsk	Brest	BY	Europe/Minsk	130777
Pastavy	Vitebsk	BY	Europe/Minsk	19800
Asipovichy	Mogilev	BY	Europe/Minsk	34591
Orsha	Vitebsk	BY	Europe/Minsk	125347
Navapolatsk	Vitebsk	BY	Europe/Minsk	108000
Novogrudok	Grodnenskaya	BY	Europe/Minsk	29441
Minsk	Minsk City	BY	Europe/Minsk	1742124
Mazyr	Gomel Oblast	BY	Europe/Minsk	112348
Mosty	Grodnenskaya	BY	Europe/Minsk	15770
Mar''ina Horka	Minsk	BY	Europe/Minsk	20100
Maladziecna	Minsk	BY	Europe/Minsk	101300
Mahilyow	Mogilev	BY	Europe/Minsk	369200
Lyepyel'	Vitebsk	BY	Europe/Minsk	17400
Luninyets	Brest	BY	Europe/Minsk	25000
Lida	Grodnenskaya	BY	Europe/Minsk	102700
Krychaw	Mogilev	BY	Europe/Minsk	27681
Kalodzishchy	Minsk	BY	Europe/Minsk	17000
Kobryn	Brest	BY	Europe/Minsk	50691
Kalinkavichy	Gomel Oblast	BY	Europe/Minsk	37190
Ivatsevichy	Brest	BY	Europe/Minsk	24200
Hrodna	Grodnenskaya	BY	Europe/Minsk	373547
Horki	Mogilev	BY	Europe/Minsk	33897
Homyel'	Gomel Oblast	BY	Europe/Minsk	526872
Hlybokaye	Vitebsk	BY	Europe/Minsk	22000
Dzyarzhynsk	Minsk	BY	Europe/Minsk	25164
Dobrush	Gomel Oblast	BY	Europe/Minsk	18300
Bykhaw	Mogilev	BY	Europe/Minsk	17500
Byaroza	Brest	BY	Europe/Minsk	29645
Brest	Brest	BY	Europe/Minsk	362641
Barysaw	Minsk	BY	Europe/Minsk	144945
Baranovichi	Brest	BY	Europe/Minsk	179000
Babruysk	Mogilev	BY	Europe/Minsk	209675
San Pedro	Belize	BZ	America/Belize	17429
San Ignacio	Cayo	BZ	America/Belize	26151
Orange Walk	Orange Walk District	BZ	America/Belize	15298
Belmopan	Cayo	BZ	America/Belize	13381
Belize City	Belize	BZ	America/Belize	61461
Abbotsford	British Columbia	CA	America/Vancouver	141397
Agincourt North	Ontario	CA	America/Toronto	29113
Airdrie	Alberta	CA	America/Edmonton	24673
Ajax	Ontario	CA	America/Toronto	119677
Alliston	Ontario	CA	America/Toronto	18809
Alma	Quebec	CA	America/Toronto	29526
Amos	Quebec	CA	America/Toronto	17918
Aurora	Ontario	CA	America/Toronto	55445
Baie-Comeau	Quebec	CA	America/Toronto	21536
Barrie	Ontario	CA	America/Toronto	141434
Bayview Village	Ontario	CA	America/Toronto	21396
Beaconsfield	Quebec	CA	America/Toronto	19194
Belleville	Ontario	CA	America/Toronto	50716
Beloeil	Quebec	CA	America/Toronto	18927
Bendale	Ontario	CA	America/Toronto	29960
Blainville	Quebec	CA	America/Toronto	46493
Boisbriand	Quebec	CA	America/Toronto	26483
Boucherville	Quebec	CA	America/Toronto	39062
Bracebridge	Ontario	CA	America/Toronto	16010
Brampton	Ontario	CA	America/Toronto	593638
Brandon	Manitoba	CA	America/Winnipeg	48859
Brant	Ontario	CA	America/Toronto	34415
Brantford	Ontario	CA	America/Toronto	87759
Brockville	Ontario	CA	America/Toronto	23886
Brossard	Quebec	CA	America/Toronto	69575
Burlington	Ontario	CA	America/Toronto	183314
Burnaby	British Columbia	CA	America/Vancouver	202799
Caledon	Ontario	CA	America/Toronto	66502
Calgary	Alberta	CA	America/Edmonton	1019942
Cambridge	Ontario	CA	America/Toronto	129920
Campbell River	British Columbia	CA	America/Vancouver	33430
Camrose	Alberta	CA	America/Edmonton	18742
Candiac	Quebec	CA	America/Toronto	15947
Chambly	Quebec	CA	America/Toronto	22608
Charlottetown	Prince Edward Island	CA	America/Halifax	38809
Chateauguay	Quebec	CA	America/Toronto	42786
Chatham	Ontario	CA	America/Toronto	43550
Chilliwack	British Columbia	CA	America/Vancouver	93203
Clarence-Rockland	Ontario	CA	America/Toronto	20790
Cliffcrest	Ontario	CA	America/Toronto	15935
Cobourg	Ontario	CA	America/Toronto	18099
Cochrane	Alberta	CA	America/Edmonton	25853
Collingwood	Ontario	CA	America/Toronto	21793
Colwood	British Columbia	CA	America/Vancouver	16859
Conception Bay South	Newfoundland and Labrador	CA	America/St_Johns	17087
Coquitlam	British Columbia	CA	America/Vancouver	140000
Corner Brook	Newfoundland and Labrador	CA	America/St_Johns	18693
Cornwall	Ontario	CA	America/Toronto	48821
Cote-Saint-Luc	Quebec	CA	America/Toronto	31395
Courtenay	British Columbia	CA	America/Vancouver	25599
Cranbrook	British Columbia	CA	America/Edmonton	20047
Dartmouth	Nova Scotia	CA	America/Halifax	101343
Delta	British Columbia	CA	America/Vancouver	101668
Deux-Montagnes	Quebec	CA	America/Toronto	17402
Dieppe	New Brunswick	CA	America/Moncton	27304
Dollard-Des Ormeaux	Quebec	CA	America/Toronto	48930
Dorset Park	Ontario	CA	America/Toronto	25003
Dorval	Quebec	CA	America/Toronto	18980
Drummondville	Quebec	CA	America/Toronto	59489
Duncan	British Columbia	CA	America/Vancouver	22199
East Gwillimbury	Ontario	CA	America/Toronto	23991
Edmonton	Alberta	CA	America/Edmonton	1010899
Humbermede	Ontario	CA	America/Toronto	15545
Esquimalt	British Columbia	CA	America/Vancouver	17655
Flemingdon Park	Ontario	CA	America/Toronto	21933
Fort Erie	Ontario	CA	America/Toronto	30710
Fort McMurray	Alberta	CA	America/Edmonton	66573
Fort St. John	British Columbia	CA	America/Dawson_Creek	20155
Fredericton	New Brunswick	CA	America/Moncton	63116
Gatineau	Quebec	CA	America/Toronto	242124
Glace Bay	Nova Scotia	CA	America/Glace_Bay	17556
Granby	Quebec	CA	America/Toronto	66222
Grande Prairie	Alberta	CA	America/Edmonton	41462
Greater Sudbury	Ontario	CA	America/Toronto	157857
Greater Napanee	Ontario	CA	America/Toronto	15892
Grimsby	Ontario	CA	America/Toronto	27314
Guelph	Ontario	CA	America/Toronto	115760
Hamilton	Ontario	CA	America/Toronto	519949
Henry Farm	Ontario	CA	America/Toronto	15723
Hillcrest Village	Ontario	CA	America/Toronto	16934
Huntsville	Ontario	CA	America/Toronto	19816
Joliette	Quebec	CA	America/Toronto	34772
Kamloops	British Columbia	CA	America/Vancouver	90280
Kanata	Ontario	CA	America/Toronto	90000
Kelowna	British Columbia	CA	America/Vancouver	142146
Kennedy Park	Ontario	CA	America/Toronto	17123
Kenora	Ontario	CA	America/Winnipeg	15096
Keswick	Ontario	CA	America/Toronto	21000
Kingston	Ontario	CA	America/Toronto	114195
Kirkland	Quebec	CA	America/Toronto	20491
Kitchener	Ontario	CA	America/Toronto	256885
Langford	British Columbia	CA	America/Vancouver	35342
Langley	British Columbia	CA	America/Vancouver	23606
La Prairie	Quebec	CA	America/Toronto	23357
L'Assomption	Quebec	CA	America/Toronto	15906
Laval	Quebec	CA	America/Toronto	422993
Leamington	Ontario	CA	America/Toronto	32991
Leduc	Alberta	CA	America/Edmonton	15561
Les Coteaux	Quebec	CA	America/Toronto	17396
Lethbridge	Alberta	CA	America/Edmonton	70617
Lindsay	Ontario	CA	America/Toronto	20354
Lloydminster	Alberta	CA	America/Edmonton	31582
London	Ontario	CA	America/Toronto	346765
Longueuil	Quebec	CA	America/Toronto	229330
Lutes Mountain	New Brunswick	CA	America/Moncton	16311
Magog	Quebec	CA	America/Toronto	15550
Malvern	Ontario	CA	America/Toronto	43794
Maple Ridge	British Columbia	CA	America/Vancouver	82256
Markham	Ontario	CA	America/Toronto	328966
Mascouche	Quebec	CA	America/Toronto	34626
Medicine Hat	Alberta	CA	America/Edmonton	63138
Midland	Ontario	CA	America/Toronto	24353
Milliken	Ontario	CA	America/Toronto	26572
Milton	Ontario	CA	America/Toronto	132979
Mimico	Ontario	CA	America/Toronto	33964
Mirabel	Quebec	CA	America/Toronto	34626
Miramichi	New Brunswick	CA	America/Moncton	17537
Mission	British Columbia	CA	America/Vancouver	33261
Mississauga	Ontario	CA	America/Toronto	668549
Moncton	New Brunswick	CA	America/Moncton	108620
Montreal	Quebec	CA	America/Toronto	1762949
Mont-Royal	Quebec	CA	America/Toronto	18933
Mont-Saint-Hilaire	Quebec	CA	America/Toronto	15720
Moose Jaw	Saskatchewan	CA	America/Regina	33890
Mount Pearl	Newfoundland and Labrador	CA	America/St_Johns	23120
Nanaimo	British Columbia	CA	America/Vancouver	90504
Nepean	Ontario	CA	America/Toronto	180000
New Glasgow	Nova Scotia	CA	America/Halifax	18665
Newmarket	Ontario	CA	America/Toronto	84224
New Westminster	British Columbia	CA	America/Vancouver	58549
Niagara Falls	Ontario	CA	America/Toronto	82000
Niagara-on-the-Lake	Ontario	CA	America/Toronto	17511
Norfolk County	Ontario	CA	America/Toronto	60847
North Battleford	Saskatchewan	CA	America/Regina	19440
North Bay	Ontario	CA	America/Toronto	50396
North Cowichan	British Columbia	CA	America/Vancouver	29676
North Vancouver	British Columbia	CA	America/Vancouver	48000
Notre-Dame-de-Grace	Quebec	CA	America/Toronto	67000
Oak Bay	British Columbia	CA	America/Vancouver	18015
Oakville	Ontario	CA	America/Toronto	193832
Oakwood Village	Ontario	CA	America/Toronto	21210
Orangeville	Ontario	CA	America/Toronto	30734
Orillia	Ontario	CA	America/Toronto	31166
